text,rating,date,lang
muy mal optimizado ni con un Snapdragon 8 gen 2 va bien mejorenlo.,1,2025-11-13 23:42:21,en
The worst thing is the initial download which is in GB. I started downloading then stopped after repeating 3 times the overall download parts automatically became zero and then I had to download once again complete. If the download became in game this would be very best,2,2025-11-13 22:46:16,en
this game is too good 😊 but your device is low too face 😞 lag problem,4,2025-11-13 22:06:23,en
the crossover its more cloning the characters from different anime so you can collect more side stories along with them able to level up great if into this collection,3,2025-11-13 22:04:57,en
On skibidi this is the best game ever wallahi,5,2025-11-13 21:32:04,en
absolutely download it now!!,5,2025-11-13 20:26:50,en
বাহ ভাই বাহ। লেখা 146 এমবি । ডাউনলোডের পর দেখা যায় 2জিবি এর উপরে 🙄,4,2025-11-13 18:57:10,en
this game deserve a 5 star rating but the reason i gave 3 is because on main interface they should not overcrowd it with promotion and event and stuff. Cant you put it all in 1 section?,3,2025-11-13 17:35:42,en
vari itresting gam . . . . . ........ .......... ......,5,2025-11-13 17:17:17,en
too much download inside game,1,2025-11-13 16:39:25,en
It doesn't wanna play crashes out keeps saying an app security error 10009 please help fix this,1,2025-11-13 15:42:59,en
"boring as hell, money hungry, kind of lame and completely soulless",2,2025-11-13 12:42:40,en
I love this game very much its graphics and animation is top notch and the characters are also very good. I have a favour to ask you would like to collaborate with ORV(omniscient reader's viewpoint) because it is a globally recognised and readers also enjoyed it manhwa. If you don't want then leave it because it is my personal opinion Anyway I like this game very much Thank you 🙂,5,2025-11-13 11:26:00,en
Very poor compatibility! game is very slow even in 5G network or WiFi. Device is having 8 GB RAM and more than 40GB free space but still game shows lag... I'm willing to sacrifice graphics for smooth and better gameplay but there is lag even with the lowest setting available currently. please reduce graphics and remove tha in game lag...,1,2025-11-13 10:11:49,en
"this game a a great,",4,2025-11-13 09:29:23,en
For me Netmarble has ruined their reputation[and now I hardly play their games]. they have started scamming players in the name of gatcha. I played this game since the launch and have only got 1 ssr everytime that too close to pity[Never got a ssr in first 5 (10 pulls)]. And sad part is you are not guaranteed the selected characters. I'm done with their scam[ definitely we get many normal pulls if we progress in game but getting a single ssr close to pity everytime is just sad].,1,2025-11-13 00:28:52,en
waisted more than a month gaining xp and leveling up (including finishing story mode on normal) to get a bug and lose everything. cant even enter the game again. DONT WASTE YOUR TIME.,2,2025-11-12 23:14:30,en
it too good as animay game,5,2025-11-12 22:37:05,en
It's very bulky and that's what makes it so popular.,4,2025-11-12 19:04:05,en
I just get stuck in one screen the whole entire time im playing and it keeps on putting the frieren thing in my face so i rate it 0 because i cant play at all because of that frieren thing. This game sucks,1,2025-11-12 18:10:10,en
I've played it I still have it downloaded I just don't think it's fun and the ads ar just too much to be honest if I'm getting an ad for this game every episode for an anime I'm watching and it's just the same thing over again it's just terrible ads I don't even enjoy them,1,2025-11-12 07:11:40,en
Decent pass time,4,2025-11-12 05:53:59,en
the game is nice but the has sums bug,4,2025-11-11 21:11:21,en
"very good hack and slash combat, great graphics, and a solid story mode that is not only dubbed, but goes beyond even season 2 of the anime. Pay system is fairly reasonable and much can still be accomplished as a F2P should you choose to embrace the grind. All that said, battle timers for missions nearly kill this game. 90% of the time you end up stuck on a level for weeks, not because of strength, but because the game gives you 2min to travel long distances and kill enemies that run from you.",3,2025-11-11 17:55:33,en
"I was a beta player, and there were bugs, glitches and slow loading issues then. I left the game after reaching lvl-60 in late May,2024...for context the game launched globally on 8May,2024. And today, I played the game again 11Nov,2025. Good to see those bugs and glitches gone but the slow loading issues is still persistent. Though the game is still fun to play with good graphics and control. Do try it...",3,2025-11-11 16:56:54,en
this game make you wanna play it forever,5,2025-11-11 16:45:38,en
"Best Gacha game, you can guaranteed get every new unit, and you get so much resources, it's amazing for F2P, and amazing if you want to spend some as well.",5,2025-11-11 13:22:37,en
"noice, hope SL willl colla more in the future",5,2025-11-11 11:24:06,en
could have been better doing Characters tuts. and it loads in the middle of it and won't stop please fix.,3,2025-11-11 10:16:15,en
Create a problem & sell the solution is this game in a nutshell.,1,2025-11-11 02:02:50,en
"Overall a game that is VERY glitchy, slow to load,The story is excellent. The graphics are gorgeous. The systems are good overall and the battle system is fun. The long load times are terrible again.",1,2025-11-11 00:22:39,en
bro I got back to level 6 I was in level 60😭😭😭,1,2025-11-10 22:30:57,en
glitchy as hell.,1,2025-11-10 18:27:53,en
I wana know why netmarble removed from pc and why we can't play solo leveling arise in pc I like this game too much I have 100+ level but now game is not in pc I wana play this in my pc add again netmarble in Google plz long time not play this game help me to play this again this game is sooooooo awesome,3,2025-11-10 12:32:28,en
"Fun game I have the it since it first launched until it started acting it wants the app to be the only thing downloaded on your device. My phone storage is fine and has enough space, but the game keeps saying I don't have enough. please fix this issue.",2,2025-11-10 11:24:25,en
best rpg game ever made,5,2025-11-10 07:01:10,en
very nice game accurate to the anine,5,2025-11-10 05:20:03,en
"more than I expected, it's wonderful 😊😊",5,2025-11-10 00:09:57,en
"The game is fun, but doesn't work 9 times out of 10, which is concerning considering how large the download is for the game. constant crashes, it will super heat my phone, and because of these issues I've barely gotten into the game. These issues are still prevalent even now with the game at the lowest settings. *update* Now because of the 23GB required space I can't even update my game. As big of a company the developer is you would think someone would have figured out how to downsize the game.",1,2025-11-09 23:32:17,en
ONE OF BEST GAME EVER 👍👍👍👍👍(🇹🇼),5,2025-11-09 22:42:27,en
"I've been a long-time player of this game, about 70% free-to-play as well and thats one of the *many* things I do love about this game. However, for a long time now, theres been some bugs concerning animations not rendering fully, and voice lines being half finished during an ultimate move. (Despite how low I turn down the graphics.) All in all, the pros definitely outweigh the cons of this game, but I'd highly appreciate a patch for these bugs.",3,2025-11-09 16:43:11,en
can we play multiplayer?????,4,2025-11-09 15:25:56,en
"game is good story,effect also good please add a pvp mode ,guild fight...",5,2025-11-09 15:10:26,en
I love this game.,5,2025-11-09 12:45:44,en
This is very good game very nice. 💯😊,5,2025-11-09 11:50:08,en
I tried to play on my Chromebook but it wont let me and I did everything just to play can you please fix it so that people can also play on Chromebook please,1,2025-11-09 10:04:07,en
"I'll give you a 5 out of 5 in one condition....! this App consume so mach Mana (Bettery) to our Device 😅. we are using a Phone not a Shadow Army also our device not same as Sung Jinwoo.. he say ""Arise"" and his summon shadow and his army is Grow up... but our device doesn't have that kind of ability we put them atlist 1 hour to Grow up at list 92%...😅😅 so our humble request to devloper to fix this as soon as possible... thanks joke a part really you make a excellent Game..if you like reach me",5,2025-11-09 07:42:49,en
"I hope it will be a collaboration between Solo Leveling and Boku no Hero Academia too as it is with Frieren, The Journey's End.",4,2025-11-09 06:36:46,en
Can I get customer care help plz bcuz this app just shows login on the home screen and just restarts again,1,2025-11-09 06:05:20,en
me encanto,5,2025-11-09 02:27:21,en
"I love this game and have been playing since launch, but there are just way to many issues to name in this comment, so I'll name the most important ones (disclaimer, the game can still be good, still playable for F2p, save your resources!): 1. the collab hunters outranking canon SL characters. 2. New Banner (lasts a month) =more grinding time + your just summoned character could be useless + hard to grind gems or tickets for endgame players. 3. a lot of lag on mobile in specific game modes.",3,2025-11-09 02:02:59,en
THIS IS JUST A SUGGESTION CAN YOU TRY TO MAKE NEW OPTION FOR MULTIPLAYER SO IF OTHER PLAYER STUCK ON RAID OR ETC EXCEPT STORYLINE SINCE ITS CHAPTER?,3,2025-11-09 01:26:23,en
"This game is amazing the gameplay the story and the graphics, but I would like to suggest to make the player use all the shadows during the gameplays because I think it would be more realistic, Also please add the chapter in the story mode hehe",5,2025-11-09 00:03:43,en
the game is good 👍,5,2025-11-08 18:36:17,en
Good game which I can not understand,4,2025-11-08 16:40:48,en
Regarding Anime my suggestion is we want more emotional weight in story intensify the Emotions in the existing story other than that the story it top notch 🙌🙌🙌,5,2025-11-08 14:00:05,en
make a turn based rpg game of solo leveling please,3,2025-11-08 13:47:50,en
"👏 Huge applause to Netmarble! Solo Leveling: Arise is an incredible game — stunning graphics, smooth and powerful combat, and amazing voice acting that perfectly brings Jinwoo’s story to life. Every fight feels intense, and the Shadow Summoning system is pure perfection. The game truly captures the anime vibe with its visuals and music. It does get a bit heavy on phones, and the gacha plus stamina system can slow progress. But overall, it’s one of the best action RPGs out there",5,2025-11-08 12:51:44,en
"This game is great, but it puts a lot of strain on the phone's battery and the phone heats up very quickly. My phone model is not low. I lower the graphics and it still heats up. It's not optimal at all. I hope it's fixed in the next update. Thanks.",4,2025-11-08 09:17:31,en
I love this game and this anime movie I love it but when I put graphic to normal and resolution etc. to low battery dran 92 to 90 in 5 min and I phone battery do have any problem please fix this 😠😡,3,2025-11-08 09:02:20,en
can you collab with alchemy of souls?,5,2025-11-08 08:27:49,en
Bro this game is so awesome the graphics is so amazing and I rate this game #5/5,5,2025-11-08 04:25:47,en
great game but constantly updating and saying not enough space. it does take up to much space,4,2025-11-08 03:22:50,en
"this is one of the best games out there, it has good graphics and it runs smoothly and you can play as side characters or main character and also as story mode",4,2025-11-08 01:33:40,en
"The game has lots of potential and is really fun. Rewards generous but banners are mixed banners with Netmarble bs rates. Story mode true to the anime! As long as your phone can handle it, the graphics are great and combat is exciting, though can still be laggy sometimes. Now, my issues - Upgrading gets way too expensive and imbalanced. I play for Jinwoo, why keep forcing me to use other characters? It's called SOLO Leveling...so annoying. STOP TRYING TO FORCE NOTIFICATIONS FOR THE GAME",3,2025-11-08 00:48:34,en
please repair the bug when logging in,1,2025-11-08 00:03:50,en
فخم - كل شوي تحتاج تنزيل,2,2025-11-07 22:03:55,en
only I would like to say besttttttttt gameeee everrrr,5,2025-11-07 21:26:21,en
"Great storyline, bunch of great rewards, but unenjoyable because the game is so lag and so many bugs, I don't think I will participate more in the future",3,2025-11-07 21:03:55,en
thes game is bad,1,2025-11-07 19:09:32,en
BESSSSSSSST GAME,5,2025-11-07 15:02:49,en
Lowk best game I've played in a while its optimization is crazy good as I can even play it on my ahh 8 gb ram laptop,5,2025-11-07 12:16:45,en
A game that cares about players i love this Game Respect,5,2025-11-07 09:14:25,en
Please help me pls explain how to transfer account login data to another,3,2025-11-07 08:03:12,en
reduce pop ups please. buyers will buy. non buyers won't. adding 10000 pop ups won't convince anyone to buy. in fact it will only make people uninstall,1,2025-11-07 04:38:58,en
"Best game I've ever played. Just a few minor bugs, I have a galaxy s22 ultra and can barely play with high settings without choppy lag.. Even on low settings it's choppy... Is there a fix? If so please let me know..",2,2025-11-07 01:43:08,en
GOD TEIR GAME,5,2025-11-07 00:19:41,en
its best anime game i played,5,2025-11-06 23:54:50,en
this game sooo good I am addicted to this game but this game is toooooo p2w also I am at chapter 15 is required too much power idk how to grind I can't grind power,4,2025-11-06 22:43:39,en
op game ever,5,2025-11-06 17:40:09,en
I AM FRIM INDIA I ENJOY THIS GAME BUT IT HAVE SESSION OE WE CAN UPDATE IT,4,2025-11-06 16:00:16,en
this gaming good 🤗😍,5,2025-11-06 15:48:06,en
"can't connect to server after any fight, fix your servers.",1,2025-11-06 14:41:11,en
"The game is awesome... graphics ,animation... but the wrong thing is that why is there a timer in the battles in story mode .... this is disgusting... there are no timers in original Anime series .... & why there are limited slot for shadow soldiers...I extract them and I can only access 3 main shadows .... why??... why?????....& rest is awesome 🔥... one of the best RPG fighting",4,2025-11-06 12:36:24,en
awesome game and awesome graphics and awesome everything,5,2025-11-06 12:07:16,en
Idk why 😭😭😭 but game is not opening even though my Wifi is good plz correct this problem 🙏🙏🙏,3,2025-11-06 11:19:19,en
love it!,5,2025-11-06 11:08:36,en
I like solo leveling and a amine fan but if netmarble is watching comments I have a wish please collaborate with saruto Shippuden,5,2025-11-06 09:02:31,en
arise,5,2025-11-06 08:34:56,en
"great game, I tried playing on my pc but it won't play. it glitches and freezes everytime.",5,2025-11-06 02:46:34,en
it was a nice experience but it was too laggy on my phone,3,2025-11-06 01:12:44,en
the best animated game ever,5,2025-11-06 00:56:39,en
very nice game and good quality,5,2025-11-06 00:44:19,en
"This game is good but sometimes this game makes me bored by not being able to complete some hard stages, I understand that it heats my phone due to high storage and graphics",4,2025-11-05 23:00:38,en
The additional files takes to many storage . The storage of additional files should be less so that low devices can also install the game and enjoy,1,2025-11-05 18:14:02,en
it could not sign in I can't even enter as a guest,1,2025-11-05 17:22:25,en
Very Good game,5,2025-11-05 14:54:33,en
"Best rpg in all aspects pretty f2p friendly.And good job ""netmarble solo leveling"" You deserve 5 stars.",5,2025-11-05 12:03:57,en
money hungry,1,2025-11-05 08:31:09,en
"Trash game, they want only Money. ""No Money No Play"" Dont never ever play this game",1,2025-11-05 02:30:04,en
"My only problem is that the tier 6 boss fight against Aura is RIGGED. Her shield only goes away for a single femptoseconds, and I can't instantaneously teleport to her location to even start damaging her. Either it's a glitch, or it's RIGGED. My Sung Jinwoo is at level 88 and Aura's tier 6 is recommended for level 85. I know that it's a 3 level difference, but either it's glitching, I'm tripping, or it's RIGGED. PS, I don't do drugs, and don't misuse household products.",4,2025-11-05 02:10:49,en
im level 76 and climbing. then off all sudden when i tap enter the other day its said error and need to login to play store and i did. the next thing happened my account is back at level freaking 6!. i already binded my account etc so thers supposed to be no problem and yet it did. wasted my 15gb redownload it so i uninstall the game. not sure if im willing to comeback. this is probably the last update patch up your tech guys did,1,2025-11-05 01:53:54,en
BEST under 10 GB download package,5,2025-11-05 01:42:25,en
"Anytime I try playing, it always says login failed even with a strong network, and there is no way to connect with the customer care.",1,2025-11-04 23:26:54,en
"the only reason is quite literally simple i can not get into the game at all regardless of what I do, even when i am on different networks. idk guys 😐",2,2025-11-04 21:02:03,en
very nice game the game is GARAFICS is owosem nice display 60 fps show high rizlosheine,5,2025-11-04 20:59:18,en
best android games,5,2025-11-04 19:18:01,en
I had fun playing this on my mobile. too bad the new update has crazy amount of data that I can even play it.,3,2025-11-04 17:37:28,en
truth be told this game is way more bad more especially those bosses who always get shield when their close to die imagine fighting the boss the u buff him with 20x when the time it's 30 sec how do expect e new player to enjoy the game.... trust me most of the weapon even if they are 5 stars .. just a single hit from boss the HP drop so fast ... I don't know you can do but at least fix the boss how they fight ... I'm stuck on level 85 I completed the normal story also the hard ..,1,2025-11-04 15:33:02,en
best in all aspects!,5,2025-11-04 14:19:55,en
incredible graphics 😄😄,5,2025-11-04 12:51:30,en
Pay to play,1,2025-11-04 11:05:18,en
Man this game is getting interesting as story goes on i completed all chapters we need more new chapters please hear us out we know more chapters of story❤️‍🩹,5,2025-11-04 09:37:26,en
very good❤❤❤❤❤,5,2025-11-04 07:37:15,en
p2w and it's just sickening what they did to chugongs work after he died,3,2025-11-04 05:41:35,en
Peak♚,5,2025-11-04 04:04:09,en
why can't I skip updates,4,2025-11-03 22:23:01,en
there is need huge data for game over all everything is best,4,2025-11-03 21:58:32,en
game is maintain game butiful but game all ways good,4,2025-11-03 19:06:09,en
The SL mobile game is good but i was confuse from the controls and inventories😅🌟🌟🌟🌟🌟,5,2025-11-03 15:33:50,en
I like this game.,5,2025-11-03 13:21:18,en
Truly woth it after these updates and patches game truly have become stable and fun to play,5,2025-11-03 09:34:14,en
best game i have in a while (not trynna glaze),5,2025-11-03 08:53:30,en
Epic,5,2025-11-03 01:22:27,en
okay 👌,5,2025-11-03 01:07:06,en
"For a game that centered in time, it's quite buggy and it caused loss of precious time during gameplay. Also please optimize the game",3,2025-11-02 22:01:07,en
😛🫡😍 best game and animal world,5,2025-11-02 21:43:39,en
"i genuinely enjoyed this game. graphic-wise it's so well made. phones who are dedicated for high end gaming will enjoy this. however, it's eating too much battery. it's not that optimized vs Kaiju No. 8 game. so. i had to uninstall and just play in PC",3,2025-11-02 21:27:51,en
favourite anime favourite game,4,2025-11-02 21:06:26,en
it's probably one of the best games I've played but it keeps crashing whenever I try to play it crashes like 3 times a day can you play try to fix that or is it my fault,5,2025-11-02 16:58:34,en
amazing,5,2025-11-02 16:03:11,en
"I want to say that this game is better than any of the game I have ever played. But there is a glitch or bug in this game experienced by many users. It is that whenever we summon our shadows in story mode they become invisible while fighting. But in training ground, dungeon, they are visible to us while fighting.My device is redmi note 6 pro and game is compatible with my device. So please solve this as soon as possible because in story mode invisible shadows doesn't feel good 🙏.",5,2025-11-02 14:13:22,en
"This game is really cool, I really enjoy playing it. I never thought it would be so good, but it has a full story mode and side story modes. I am really very impressed.💥💯❤️",5,2025-11-02 13:51:47,en
"we need multiplayer cooperation mode in solo leveling,so we can spare with other players too. please consider this.",5,2025-11-02 13:32:20,en
It is a nice game and more importantly it doesn't crash a lot at higher levels but it is always buffering when we want to open any menu just a small bug other than that the game is so good,4,2025-11-02 12:59:27,en
heeeeey i loved the frieren collab!!! can i suggest? would you do a Berserk Collab? would love to see Guts in action!!!,5,2025-11-02 10:46:58,en
if this thing spams me with one more ad I'm losing it,1,2025-11-02 09:49:27,en
it is best game in solo levelling,4,2025-11-02 09:21:56,en
"besttt gameplay, machanic battle👍👍👍👍",5,2025-11-02 08:25:42,en
its fun,5,2025-11-02 06:10:35,en
so amazing so wonderful so exciting and very beautiful game,5,2025-11-02 01:10:24,en
"would be a lot better if it was an actual mmo. single player game why the need for a guild when it doesn't help at all? decent game overall. slow gains, slow lvls later in the game. power needs to be double than what certain dungeons say.",2,2025-11-01 23:05:27,en
l like anime games.But this one is my favourite.,5,2025-11-01 22:18:57,en
cant enter the game right now,1,2025-11-01 18:07:36,en
"The game itself is great. The problem is, like a lot of live service games, with the chat filter system, which is not “bad” per se, but more like weird. They filter the word “association” in chat (obviously due to the first three letters) but meanwhile that same word is everywhere in the game because of Solo Leveling lore. Here’s an advice, stop policing speech and focus on polishing the game.",3,2025-11-01 16:20:38,en
definitely hits,5,2025-11-01 15:46:40,en
good gameplay nice events,5,2025-11-01 15:42:08,en
is good,5,2025-11-01 15:27:45,en
I love it so much I can't stop playing it,5,2025-11-01 14:06:24,en
"love this game , many characters can be choose and not hard to get. good story lines, can keep playing time to Time. Since they co-operate with Frieren: Beyond Journey's End, I believe with this game if they can co-operate with Saint Saya, it would be on fire!! I hope it will happen 😂",5,2025-11-01 09:51:02,en
"I would love to play the game from all of the great game play I see. but my phone doesn't have the storage for the game I stall. I am short 6,000MB out of about 23,000MB. I hope I can soon play it on Google nate or on PC.",4,2025-11-01 08:36:45,en
The game is awesome in every way but now I believe there's a lot of issues happening within the game. Feels like patches have been removed or not completely installed during the maintenance. This game is having bug issues really bad. All of my reward items are disappearing.,1,2025-11-01 08:19:39,en
Lagging and Fps drop,2,2025-11-01 07:29:35,en
please could you fix the shadows in my phone I tried everything but it didn't work please fix it for me and it's a good game love the work,3,2025-11-01 01:17:49,en
old honkai3RD IS better really disappointed😞,1,2025-10-31 23:35:20,en
best game ever played thank u for making such a wonderful game,5,2025-10-31 22:00:17,en
constantly crashes upon trying to play. i dont even get to enjoy it anymore,1,2025-10-31 20:54:16,en
Why every update i have to repeat the process all over again,1,2025-10-31 20:36:07,en
Weekly or monthly updatable,3,2025-10-31 17:57:59,en
one of the best game in ever,5,2025-10-31 17:16:35,en
thank you😖,5,2025-10-31 15:43:06,en
This is my second review also 1 star. 10 fricking Gigs just to play the game and they still haven't solved the crashing and loading issue. why am i downloading 10 gigs when I can't even run the game smoothly. This game is becoming money hungry.,1,2025-10-31 15:09:43,en
I have given this game 3 Star because the game isn't smooth whenever I am in lobby whenever I try to do something it first shutters and then it performs the thing and it happens during battles also like in igiris battle otherwise the game is good,3,2025-10-31 14:22:32,en
very dangerous game in world,5,2025-10-31 14:18:01,en
the worst rate gacha. avoid.,1,2025-10-31 14:02:02,en
This is the best game and favorite game,5,2025-10-31 13:57:37,en
"it was a good game,the story is intresting and I loved the events,but this games feels laggy,even my device is based on 8 gen 3 , overall game is good.",5,2025-10-31 13:34:10,en
the game isn't optimized for medium android devices... it's lagging and frame drops make it worse,2,2025-10-31 12:04:50,en
"great game all a round, good graphics, amazing story telling, stays true to the anime and lots to do. Been playing this game for a while now and I must say hasn't disappointed or bored me yet. Definitely give it a try if you like the anime or just good mobile rpg",5,2025-10-31 11:28:39,en
It has ultra realstic graphics,5,2025-10-31 10:34:11,en
"Great games, iykyk this game is f2p friendly",5,2025-10-31 09:20:07,en
I can progress any further I'm still in the storyline still in the beginning and it doesn't let me continue keeps me in a loading screen where it shows it's ultimate ability but the ability it's halfway but I keep clicking on it doesn't want to continue keeps me there it does pop screen of how to use it but it doesn't let me go any further,5,2025-10-31 08:00:56,en
"Can you please do a collab with konosuba after the frieren collab. I really enjoyed the frieren collab. if there is a possibility of the collaboration, can you please inform me?",5,2025-10-31 07:08:57,en
I'm happy I found this game it is really enjoyable and you don't have to spend real money to have fun.,5,2025-10-31 03:01:36,en
good job team,5,2025-10-31 02:26:36,en
game doesn't even load apparently it needs more storage than my phone has even tho I have apps that were much larger and deleted them for room. Freezes and crashes. Can't even open the game,1,2025-10-31 02:24:54,en
can't afford a real artist to make the icon 🥀,1,2025-10-31 00:17:40,en
that game is very good,5,2025-10-31 00:13:12,en
I love this game,5,2025-10-31 00:13:02,en
kau collab la dengan apa pun kalau auro battle AI macam sampah. baik tak oayah laa,1,2025-10-30 23:33:33,en
best animation,5,2025-10-30 22:58:22,en
Best of All Time,5,2025-10-30 22:46:34,en
"I have been playing this game for years since day 1, and I think this game is pretty good and the gameplay is awesome. It has the exact story line as in manga and in anime. It will be more interaction if there are more features and options to play with. My overall rating for this game is it the best game for character development and to kill time.",5,2025-10-30 22:22:27,en
"everything about this game is perfect, but there's a twist. it's hard to get all the characters easily being a f2p. so developers I am hereby requesting you guys to make it little easier to get the new things. Just make the drop rate a little higher. But thanks to your maintenance this game is super addicting and it is a good game, as we love the anime. thanks for everything, and make it little easier to get resources for free to play players Please.",5,2025-10-30 21:29:13,en
My game wont even open,5,2025-10-30 21:12:52,en
over all best and the most f2p game I have no complains just dropping a review cuz It's needed,5,2025-10-30 19:38:49,en
game is peak even at level 90,5,2025-10-30 19:07:11,en
the game is amazing but the extra files and loading time is very annoying. and also the shadow soldiers only stay for a short while,3,2025-10-30 18:57:56,en
It's fun but takes a lot of time to load.other than some graphic issues it's a decent game I would say,4,2025-10-30 18:52:35,en
if I was you and having weak internet and not an adult imma say THIS GAME NOT MADE FOR PLAYING FREE like every time I need to use about 1 dollars per day not made for kids and it eats your internet and make it weak like insane,1,2025-10-30 18:28:58,en
I hope Solo leveling create a PVP mode.,5,2025-10-30 18:06:27,en
"NICE GAME I LOVE IT AND ALSO THE GRAPHICS ARE NICE,GAMEPLAY IS FUN,BUT IT STILL LACKS SOMETHING EG: PVP THAT WILL ADD A GREAT AMOUNT OF DOWNLOADS IF IT HAD A PVP MODE AND IT LAGS ON PHONE ALOT OF PHONES SO U GUYS SHOULD FIX THOSE PROBLEMS",5,2025-10-30 17:55:56,en
i love this game so much..,5,2025-10-30 17:48:32,en
"Good Game but idk pull limited banner become ah and mid not like before, but actualy gueanted 100% for collab banner hope can be have multiple at least need just A5 fiern for good resoning, or you can have release duplicat unlock all character for free items in once patch is better",5,2025-10-30 17:48:31,en
this game is a scam for low connection people I downloaded 8gb of the game twice and then update comes and all downloaded mbs resects,1,2025-10-30 17:40:42,en
The game is awesome but there's a lot of updates,4,2025-10-30 17:25:27,en
Make the game smoother so that anyone can play it on 6GB RAM too. I play it on 6+2=8GB RAM device and after playing it on low graphics too it lags very very much.,4,2025-10-30 17:12:31,en
Very addicted and keep it up 👍👍,5,2025-10-30 16:42:40,en
Overall phenomenal game but we need better optimization on mobile.,4,2025-10-30 16:21:00,en
GREAT,5,2025-10-30 15:55:37,en
I love the game,5,2025-10-30 15:10:29,en
way too many bugs,5,2025-10-30 15:03:53,en
10/10 game for me because I glazing too much,5,2025-10-30 15:02:48,en
"This game is getting stuck again and again and stops working and if you play it for more than 5 minutes, it goes blank and does not work even if the internet connection is good. and please add kamish wrath weapon in game",1,2025-10-30 14:37:41,en
Really fun to play but there are just too many downloads and files 🥲,3,2025-10-30 14:05:49,en
ist aa amazing game i like this game,5,2025-10-30 13:51:48,en
bugs and super pay to win,1,2025-10-30 13:31:59,en
Hey ! netmarble please find my account there is so many things i have all ssr weapon and all ssr character my level is more than 70,5,2025-10-30 13:28:11,en
Why cant i open this game it always say unefficient download🥹,1,2025-10-30 13:00:53,en
have been playing since day 1... i pity those who saud this game is money hungry... f2p here... you guys just lazy to do quests and suck so bad in using the game mechanics to progress...,5,2025-10-30 12:53:21,en
the game is logging,2,2025-10-30 12:51:57,en
just a bunch of collabs now,1,2025-10-30 12:15:19,en
best rpg game ever,5,2025-10-30 11:54:38,en
bugs,3,2025-10-30 11:49:07,en
"Tap on a clip to paste it in the text box.Welcome to Gboard clipboard, any text you copy will be saved here.Welcome to Gboard clipboard, any text you copy will be saved here.Touch and hold a clip to pin it. Unpinned clips will be deleted after 1 hour.Use the edit icon to pin, add or delete clips.Touch and hold a clip to pin it. Unpinned clips will be deleted after 1 hour.Tap on a clip to paste it in the text box.",5,2025-10-30 11:23:52,en
👍😊 so good,5,2025-10-30 10:45:06,en
Arises,5,2025-10-30 10:07:31,en
this game is good and fun,5,2025-10-30 10:05:30,en
addictive and satisfying gameplay. Beautiful graphics design and characters.,5,2025-10-30 09:48:29,en
Get a controller and you'll waste hours of your time. Very fun game.,5,2025-10-30 08:31:08,en
Can we get more free customes,5,2025-10-30 08:29:23,en
great game especially the big BOSS BATTLES you get extra leveling points for & the FRIREN SPECIAL they have going on this OCTOBER here!!!.,5,2025-10-30 07:50:51,en
it keeps kicking me out I have plenty of space now it keeps telling me it has a update then it updated then updated again it done it 3 times already whats going on with this game and I just joined a guild now I will be kicked out if this keeps up I also used my Google play points on this game and my stuff didn't pop up in inbox nor on game at all,2,2025-10-30 07:50:15,en
devs feeling the pulse and feedback from the community is more than enough for me,5,2025-10-30 06:44:31,en
your adds on other content are ridiculous I plan on never downloading your games because of how long the adds are on top of that I would have to delete every app on my phone just to download your game get real your game is not more important then the rest of my apps,1,2025-10-30 06:35:24,en
the game is good but it's taking too much storage I've been playing this game on my mob but after this Collab it's asking for too much space,1,2025-10-30 03:09:18,en
i played for a year and all of my items blessings and hunters were just gone all thats left is my player level,1,2025-10-30 01:28:34,en
it's not animation please give sometimes it's a not a real game please give some more Times in The taming zone otherwise this game is so much toughest game and this game are very bad 😞😞😞,2,2025-10-29 23:56:55,en
it became laggy after the last update even in low settings. i hope you can fix this ASAP,1,2025-10-29 23:21:28,en
the game does not opens,5,2025-10-29 22:59:10,en
"can you please delete player data of this game linked to my Google account, so that I can bind my guest account to this account or allow me to overwrite my guest account data over previous game data of this game",1,2025-10-29 22:55:37,en
"really awesome game I've played many games before . but the only bad side is that I'm a manhwa reader and I know the whole story , so it puts off the mood if you know what's about to happen, I hope they'll add an adventure mode like genshin impact or Wuwa that will be really amazing 😍",5,2025-10-29 20:13:04,en
"why take so mene Wi-Fi download tal me 😮‍💨✊🏻🤬😒😣, wasting the Wi-Fi bro 🫵🏻😔,.",1,2025-10-29 19:59:41,en
This is the best game I ever played I can't wait to see SUNG JINWOO Father and can you add Grand Marshal Bellion in the shadows army pleaseeeeeeeeeee,5,2025-10-29 19:12:38,en
Great game !!!,5,2025-10-29 17:26:01,en
"The game is really awesome but after I updated it it is getting stuck on the loading screen and the game is not starting,I am very disappointed I wanted to paly this game so badly as a fan of Singh Jin Woo.",4,2025-10-29 16:34:32,en
i have issue this game every time i start game still buffing and crash,1,2025-10-29 13:44:16,en
"It is consuming more internal storage .So,can your team provide it below 20 GB storage.",1,2025-10-29 13:02:35,en
best game ever I played lots of games but never seen games like this one,5,2025-10-29 10:41:29,en
This game is scam..i lost my 12gb.. but did n't get,1,2025-10-29 09:54:14,en
open,5,2025-10-29 09:32:59,en
"Dear Developer, I hope this comes to you in good health. Your game has been saying that I have inefficient storage when I had just the amount needed since the new event started. I would like to request that you fix this glitch as you see fit. Your's Truly, Timothy B. Brockman",5,2025-10-29 03:58:16,en
This game was not good enough for playing and download 2999MB ! not good,1,2025-10-29 03:28:08,en
