text,label
"This game is great, but it puts a lot of strain on the phone's battery and the phone heats up very quickly. My phone model is not low. I lower the graphics and it still heats up. It's not optimal at all. I hope it's fixed in the next update. Thanks.",positif
I love this game and this anime movie I love it but when I put graphic to normal and resolution etc. to low battery dran 92 to 90 in 5 min and I phone battery do have any problem please fix this 😠😡,netral
can you collab with alchemy of souls?,positif
Bro this game is so awesome the graphics is so amazing and I rate this game #5/5,positif
great game but constantly updating and saying not enough space. it does take up to much space,positif
"this is one of the best games out there, it has good graphics and it runs smoothly and you can play as side characters or main character and also as story mode",positif
"The game has lots of potential and is really fun. Rewards generous but banners are mixed banners with Netmarble bs rates. Story mode true to the anime! As long as your phone can handle it, the graphics are great and combat is exciting, though can still be laggy sometimes. Now, my issues - Upgrading gets way too expensive and imbalanced. I play for Jinwoo, why keep forcing me to use other characters? It's called SOLO Leveling...so annoying. STOP TRYING TO FORCE NOTIFICATIONS FOR THE GAME",netral
please repair the bug when logging in,negatif
فخم - كل شوي تحتاج تنزيل,negatif
only I would like to say besttttttttt gameeee everrrr,positif
"Great storyline, bunch of great rewards, but unenjoyable because the game is so lag and so many bugs, I don't think I will participate more in the future",netral
thes game is bad,negatif
BESSSSSSSST GAME,positif
Lowk best game I've played in a while its optimization is crazy good as I can even play it on my ahh 8 gb ram laptop,positif
A game that cares about players i love this Game Respect,positif
Please help me pls explain how to transfer account login data to another,netral
reduce pop ups please. buyers will buy. non buyers won't. adding 10000 pop ups won't convince anyone to buy. in fact it will only make people uninstall,negatif
"Best game I've ever played. Just a few minor bugs, I have a galaxy s22 ultra and can barely play with high settings without choppy lag.. Even on low settings it's choppy... Is there a fix? If so please let me know..",negatif
GOD TEIR GAME,positif
its best anime game i played,positif
this game sooo good I am addicted to this game but this game is toooooo p2w also I am at chapter 15 is required too much power idk how to grind I can't grind power,positif
op game ever,positif
I AM FRIM INDIA I ENJOY THIS GAME BUT IT HAVE SESSION OE WE CAN UPDATE IT,positif
this gaming good 🤗😍,positif
"can't connect to server after any fight, fix your servers.",negatif
"The game is awesome... graphics ,animation... but the wrong thing is that why is there a timer in the battles in story mode .... this is disgusting... there are no timers in original Anime series .... & why there are limited slot for shadow soldiers...I extract them and I can only access 3 main shadows .... why??... why?????....& rest is awesome 🔥... one of the best RPG fighting",positif
awesome game and awesome graphics and awesome everything,positif
Idk why 😭😭😭 but game is not opening even though my Wifi is good plz correct this problem 🙏🙏🙏,netral
love it!,positif
I like solo leveling and a amine fan but if netmarble is watching comments I have a wish please collaborate with saruto Shippuden,positif
arise,positif
"great game, I tried playing on my pc but it won't play. it glitches and freezes everytime.",positif
it was a nice experience but it was too laggy on my phone,netral
the best animated game ever,positif
very nice game and good quality,positif
"This game is good but sometimes this game makes me bored by not being able to complete some hard stages, I understand that it heats my phone due to high storage and graphics",positif
The additional files takes to many storage . The storage of additional files should be less so that low devices can also install the game and enjoy,negatif
it could not sign in I can't even enter as a guest,negatif
Very Good game,positif
"Best rpg in all aspects pretty f2p friendly.And good job ""netmarble solo leveling"" You deserve 5 stars.",positif
money hungry,negatif
"Trash game, they want only Money. ""No Money No Play"" Dont never ever play this game",negatif
"My only problem is that the tier 6 boss fight against Aura is RIGGED. Her shield only goes away for a single femptoseconds, and I can't instantaneously teleport to her location to even start damaging her. Either it's a glitch, or it's RIGGED. My Sung Jinwoo is at level 88 and Aura's tier 6 is recommended for level 85. I know that it's a 3 level difference, but either it's glitching, I'm tripping, or it's RIGGED. PS, I don't do drugs, and don't misuse household products.",positif
im level 76 and climbing. then off all sudden when i tap enter the other day its said error and need to login to play store and i did. the next thing happened my account is back at level freaking 6!. i already binded my account etc so thers supposed to be no problem and yet it did. wasted my 15gb redownload it so i uninstall the game. not sure if im willing to comeback. this is probably the last update patch up your tech guys did,negatif
BEST under 10 GB download package,positif
"Anytime I try playing, it always says login failed even with a strong network, and there is no way to connect with the customer care.",negatif
"the only reason is quite literally simple i can not get into the game at all regardless of what I do, even when i am on different networks. idk guys 😐",negatif
very nice game the game is GARAFICS is owosem nice display 60 fps show high rizlosheine,positif
best android games,positif
I had fun playing this on my mobile. too bad the new update has crazy amount of data that I can even play it.,netral
truth be told this game is way more bad more especially those bosses who always get shield when their close to die imagine fighting the boss the u buff him with 20x when the time it's 30 sec how do expect e new player to enjoy the game.... trust me most of the weapon even if they are 5 stars .. just a single hit from boss the HP drop so fast ... I don't know you can do but at least fix the boss how they fight ... I'm stuck on level 85 I completed the normal story also the hard ..,negatif
best in all aspects!,positif
incredible graphics 😄😄,positif
Pay to play,negatif
Man this game is getting interesting as story goes on i completed all chapters we need more new chapters please hear us out we know more chapters of story❤️‍🩹,positif
very good❤❤❤❤❤,positif
p2w and it's just sickening what they did to chugongs work after he died,netral
Peak♚,positif
why can't I skip updates,positif
there is need huge data for game over all everything is best,positif
game is maintain game butiful but game all ways good,positif
The SL mobile game is good but i was confuse from the controls and inventories😅🌟🌟🌟🌟🌟,positif
I like this game.,positif
Truly woth it after these updates and patches game truly have become stable and fun to play,positif
best game i have in a while (not trynna glaze),positif
Epic,positif
okay 👌,positif
"For a game that centered in time, it's quite buggy and it caused loss of precious time during gameplay. Also please optimize the game",netral
😛🫡😍 best game and animal world,positif
"i genuinely enjoyed this game. graphic-wise it's so well made. phones who are dedicated for high end gaming will enjoy this. however, it's eating too much battery. it's not that optimized vs Kaiju No. 8 game. so. i had to uninstall and just play in PC",netral
favourite anime favourite game,positif
it's probably one of the best games I've played but it keeps crashing whenever I try to play it crashes like 3 times a day can you play try to fix that or is it my fault,positif
amazing,positif
"I want to say that this game is better than any of the game I have ever played. But there is a glitch or bug in this game experienced by many users. It is that whenever we summon our shadows in story mode they become invisible while fighting. But in training ground, dungeon, they are visible to us while fighting.My device is redmi note 6 pro and game is compatible with my device. So please solve this as soon as possible because in story mode invisible shadows doesn't feel good 🙏.",positif
"This game is really cool, I really enjoy playing it. I never thought it would be so good, but it has a full story mode and side story modes. I am really very impressed.💥💯❤️",positif
"we need multiplayer cooperation mode in solo leveling,so we can spare with other players too. please consider this.",positif
It is a nice game and more importantly it doesn't crash a lot at higher levels but it is always buffering when we want to open any menu just a small bug other than that the game is so good,positif
heeeeey i loved the frieren collab!!! can i suggest? would you do a Berserk Collab? would love to see Guts in action!!!,positif
if this thing spams me with one more ad I'm losing it,negatif
it is best game in solo levelling,positif
"besttt gameplay, machanic battle👍👍👍👍",positif
its fun,positif
so amazing so wonderful so exciting and very beautiful game,positif
"would be a lot better if it was an actual mmo. single player game why the need for a guild when it doesn't help at all? decent game overall. slow gains, slow lvls later in the game. power needs to be double than what certain dungeons say.",negatif
l like anime games.But this one is my favourite.,positif
cant enter the game right now,negatif
"The game itself is great. The problem is, like a lot of live service games, with the chat filter system, which is not “bad” per se, but more like weird. They filter the word “association” in chat (obviously due to the first three letters) but meanwhile that same word is everywhere in the game because of Solo Leveling lore. Here’s an advice, stop policing speech and focus on polishing the game.",netral
definitely hits,positif
good gameplay nice events,positif
is good,positif
I love it so much I can't stop playing it,positif
"love this game , many characters can be choose and not hard to get. good story lines, can keep playing time to Time. Since they co-operate with Frieren: Beyond Journey's End, I believe with this game if they can co-operate with Saint Saya, it would be on fire!! I hope it will happen 😂",positif
"I would love to play the game from all of the great game play I see. but my phone doesn't have the storage for the game I stall. I am short 6,000MB out of about 23,000MB. I hope I can soon play it on Google nate or on PC.",positif
The game is awesome in every way but now I believe there's a lot of issues happening within the game. Feels like patches have been removed or not completely installed during the maintenance. This game is having bug issues really bad. All of my reward items are disappearing.,negatif
Lagging and Fps drop,negatif
please could you fix the shadows in my phone I tried everything but it didn't work please fix it for me and it's a good game love the work,netral
old honkai3RD IS better really disappointed😞,negatif
best game ever played thank u for making such a wonderful game,positif
constantly crashes upon trying to play. i dont even get to enjoy it anymore,negatif
Why every update i have to repeat the process all over again,negatif
Weekly or monthly updatable,netral
one of the best game in ever,positif
thank you😖,positif
This is my second review also 1 star. 10 fricking Gigs just to play the game and they still haven't solved the crashing and loading issue. why am i downloading 10 gigs when I can't even run the game smoothly. This game is becoming money hungry.,negatif
I have given this game 3 Star because the game isn't smooth whenever I am in lobby whenever I try to do something it first shutters and then it performs the thing and it happens during battles also like in igiris battle otherwise the game is good,netral
very dangerous game in world,positif
the worst rate gacha. avoid.,negatif
This is the best game and favorite game,positif
"it was a good game,the story is intresting and I loved the events,but this games feels laggy,even my device is based on 8 gen 3 , overall game is good.",positif
the game isn't optimized for medium android devices... it's lagging and frame drops make it worse,negatif
"great game all a round, good graphics, amazing story telling, stays true to the anime and lots to do. Been playing this game for a while now and I must say hasn't disappointed or bored me yet. Definitely give it a try if you like the anime or just good mobile rpg",positif
It has ultra realstic graphics,positif
"Great games, iykyk this game is f2p friendly",positif
I can progress any further I'm still in the storyline still in the beginning and it doesn't let me continue keeps me in a loading screen where it shows it's ultimate ability but the ability it's halfway but I keep clicking on it doesn't want to continue keeps me there it does pop screen of how to use it but it doesn't let me go any further,positif
"Can you please do a collab with konosuba after the frieren collab. I really enjoyed the frieren collab. if there is a possibility of the collaboration, can you please inform me?",positif
I'm happy I found this game it is really enjoyable and you don't have to spend real money to have fun.,positif
good job team,positif
game doesn't even load apparently it needs more storage than my phone has even tho I have apps that were much larger and deleted them for room. Freezes and crashes. Can't even open the game,negatif
can't afford a real artist to make the icon 🥀,negatif
that game is very good,positif
I love this game,positif
kau collab la dengan apa pun kalau auro battle AI macam sampah. baik tak oayah laa,negatif
best animation,positif
Best of All Time,positif
"I have been playing this game for years since day 1, and I think this game is pretty good and the gameplay is awesome. It has the exact story line as in manga and in anime. It will be more interaction if there are more features and options to play with. My overall rating for this game is it the best game for character development and to kill time.",positif
"everything about this game is perfect, but there's a twist. it's hard to get all the characters easily being a f2p. so developers I am hereby requesting you guys to make it little easier to get the new things. Just make the drop rate a little higher. But thanks to your maintenance this game is super addicting and it is a good game, as we love the anime. thanks for everything, and make it little easier to get resources for free to play players Please.",positif
My game wont even open,positif
over all best and the most f2p game I have no complains just dropping a review cuz It's needed,positif
game is peak even at level 90,positif
the game is amazing but the extra files and loading time is very annoying. and also the shadow soldiers only stay for a short while,netral
It's fun but takes a lot of time to load.other than some graphic issues it's a decent game I would say,positif
if I was you and having weak internet and not an adult imma say THIS GAME NOT MADE FOR PLAYING FREE like every time I need to use about 1 dollars per day not made for kids and it eats your internet and make it weak like insane,negatif
I hope Solo leveling create a PVP mode.,positif
"NICE GAME I LOVE IT AND ALSO THE GRAPHICS ARE NICE,GAMEPLAY IS FUN,BUT IT STILL LACKS SOMETHING EG: PVP THAT WILL ADD A GREAT AMOUNT OF DOWNLOADS IF IT HAD A PVP MODE AND IT LAGS ON PHONE ALOT OF PHONES SO U GUYS SHOULD FIX THOSE PROBLEMS",positif
i love this game so much..,positif
"Good Game but idk pull limited banner become ah and mid not like before, but actualy gueanted 100% for collab banner hope can be have multiple at least need just A5 fiern for good resoning, or you can have release duplicat unlock all character for free items in once patch is better",positif
this game is a scam for low connection people I downloaded 8gb of the game twice and then update comes and all downloaded mbs resects,negatif
The game is awesome but there's a lot of updates,positif
Make the game smoother so that anyone can play it on 6GB RAM too. I play it on 6+2=8GB RAM device and after playing it on low graphics too it lags very very much.,positif
Very addicted and keep it up 👍👍,positif
Overall phenomenal game but we need better optimization on mobile.,positif
GREAT,positif
I love the game,positif
way too many bugs,positif
10/10 game for me because I glazing too much,positif
"This game is getting stuck again and again and stops working and if you play it for more than 5 minutes, it goes blank and does not work even if the internet connection is good. and please add kamish wrath weapon in game",negatif
Really fun to play but there are just too many downloads and files 🥲,netral
ist aa amazing game i like this game,positif
bugs and super pay to win,negatif
Hey ! netmarble please find my account there is so many things i have all ssr weapon and all ssr character my level is more than 70,positif
Why cant i open this game it always say unefficient download🥹,negatif
have been playing since day 1... i pity those who saud this game is money hungry... f2p here... you guys just lazy to do quests and suck so bad in using the game mechanics to progress...,positif
the game is logging,negatif
just a bunch of collabs now,negatif
best rpg game ever,positif
bugs,netral
"Tap on a clip to paste it in the text box.Welcome to Gboard clipboard, any text you copy will be saved here.Welcome to Gboard clipboard, any text you copy will be saved here.Touch and hold a clip to pin it. Unpinned clips will be deleted after 1 hour.Use the edit icon to pin, add or delete clips.Touch and hold a clip to pin it. Unpinned clips will be deleted after 1 hour.Tap on a clip to paste it in the text box.",positif
👍😊 so good,positif
Arises,positif
this game is good and fun,positif
addictive and satisfying gameplay. Beautiful graphics design and characters.,positif
Get a controller and you'll waste hours of your time. Very fun game.,positif
Can we get more free customes,positif
great game especially the big BOSS BATTLES you get extra leveling points for & the FRIREN SPECIAL they have going on this OCTOBER here!!!.,positif
it keeps kicking me out I have plenty of space now it keeps telling me it has a update then it updated then updated again it done it 3 times already whats going on with this game and I just joined a guild now I will be kicked out if this keeps up I also used my Google play points on this game and my stuff didn't pop up in inbox nor on game at all,negatif
devs feeling the pulse and feedback from the community is more than enough for me,positif
your adds on other content are ridiculous I plan on never downloading your games because of how long the adds are on top of that I would have to delete every app on my phone just to download your game get real your game is not more important then the rest of my apps,negatif
the game is good but it's taking too much storage I've been playing this game on my mob but after this Collab it's asking for too much space,negatif
i played for a year and all of my items blessings and hunters were just gone all thats left is my player level,negatif
it's not animation please give sometimes it's a not a real game please give some more Times in The taming zone otherwise this game is so much toughest game and this game are very bad 😞😞😞,negatif
it became laggy after the last update even in low settings. i hope you can fix this ASAP,negatif
the game does not opens,positif
"can you please delete player data of this game linked to my Google account, so that I can bind my guest account to this account or allow me to overwrite my guest account data over previous game data of this game",negatif
"really awesome game I've played many games before . but the only bad side is that I'm a manhwa reader and I know the whole story , so it puts off the mood if you know what's about to happen, I hope they'll add an adventure mode like genshin impact or Wuwa that will be really amazing 😍",positif
"why take so mene Wi-Fi download tal me 😮‍💨✊🏻🤬😒😣, wasting the Wi-Fi bro 🫵🏻😔,.",negatif
This is the best game I ever played I can't wait to see SUNG JINWOO Father and can you add Grand Marshal Bellion in the shadows army pleaseeeeeeeeeee,positif
Great game !!!,positif
"The game is really awesome but after I updated it it is getting stuck on the loading screen and the game is not starting,I am very disappointed I wanted to paly this game so badly as a fan of Singh Jin Woo.",positif
i have issue this game every time i start game still buffing and crash,negatif
"It is consuming more internal storage .So,can your team provide it below 20 GB storage.",negatif
best game ever I played lots of games but never seen games like this one,positif
This game is scam..i lost my 12gb.. but did n't get,negatif
open,positif
"Dear Developer, I hope this comes to you in good health. Your game has been saying that I have inefficient storage when I had just the amount needed since the new event started. I would like to request that you fix this glitch as you see fit. Your's Truly, Timothy B. Brockman",positif
This game was not good enough for playing and download 2999MB ! not good,negatif
"I love this game!! Absolutely one of the best games I have played in a while, great graphics, storyline, and game play. Only real complaint is I can't subscribe with my sub account so my sub account can get the same benefits as my main. 10/10 recommend.",positif
Everything is awesome besides the game keeps crashing.,positif
"I am changing the stars from 1 to 3 cause it is already smooth playing for mobile. The problem now is when i go to the special commission and then press on the monster, Why does it go to black screen whether playing on the pc or a mobile?",netral
🫵💯 🔥The best game ever🔥👍👏,positif
the game ain't laggy and is good to play,positif
best manhwa game,positif
this game needs extreme optimization loading pop-up every battle poor optimize,negatif
I like the game the only thing is that I have a galaxy S25 ultra and is getting hot every time I play the game,netral
I lost all of my progress i had made in this game. I played it when it first came out. I had the shadow monarch jinwoo. and fought with kamish as well. Had many high rank hunters SSR ones. My user Id was Akira0087 or just Akira. But now it got deleted somehow.,netral
I dont have to say anything. It's good,positif
the game has a lots of bugs,negatif
"Easily a greatest hit hall of fame. Fun to play, looks good, and story line hooked me when Jinwoo raises his first shadow (The King and Architect was perfection). Diablo Immortal has been dethroned. This game actually does what the most popular doesn't (You can earn the essential upgrades and has reasonable priced cool stuff for your favorite characters/weapons). Genshun.. Wuthering.. take notes. Market this like your doing raven 2 and you will have 100 million downloads.",positif
"I get constant and constant adverts for this game. I genuinely wouldn't care, but they're so impossible to skip that it takes up nearly 20 minutes of my day just going back and forth between my apps and play store, all because that stupid skip button has a tiny hitbox.",negatif
10.35GB download no thanks,negatif
why frieren? why not jujutsu or kaiju no 8? why???,netral
lots of fun,positif
"the gameplay is simple yet elegant, and the way the system helps you level up fast in the beginning is very helpful, but I do wish most of the games contents weren't blocked by a pay wall other than that the game in my opinion is very well done.",positif
a lot of stuff,positif
"I think there’s a problem with the new update because I can’t open it. It just keeps loading, and I’ve tried waiting for at least half an hour, but nothing happens.",negatif
We Need Songs to Put When We Play Now,positif
This game is very beautiful by by solo leveling,positif
Wow I love solo leveling please nxt episode,positif
best anime game cool i love this game ❤️,positif
"I want to give it a 5 sta but it has a lot of bugs in it, it freezes everytime, maps dont load, monstes won't appear. I hope it get fixed cause i want to finish thid game",positif
game is not opening in my phone 😭😭,negatif
bro this is good game I was exited to play it but every time it shows storeg problem please fix this I want to play this game,negatif
"it's a pretty fun game but it never downloads all its updates in the background, you have to leave the app open for ever while its just downloading",netral
The game is poorly optimized and has a lot of glitches.,negatif
a very great game love their collabs especially the new one,positif
"tutorials should be skipable, it takes longer to verify than it took to load",negatif
is super duper good and because it is Solo Leveling I LOVE IT,positif
this game is very bad,negatif
wrost,negatif
I was playing this game shortly after it was realased but stopped after reaching level 60 I think that was the max but now I think I will wait a bit more then come back to it,positif
"the games graphics, story, dodge mechanics are marvelous and it rans pretty smooth giving you a very good exp of Mobile games",positif
"The game Solo Leveling: Arise is really enjoyable and well-made, but I’ve noticed a small issue with the sound. After playing for some time, the character voice dialogues sometimes stop working properly. Only half of the voice line plays, and then the sound cuts off completely. The subtitles still appear, but there’s no voice. This happens randomly during gameplay or story scenes. Please check and fix this issue in the next update. Overall, the game experience is amazing — just needs this small",positif
the game takes too much data to install,negatif
Very nice,positif
bad graphics,negatif
"At the start of ""Team fights"", when using Shadows for the first time, the frame rate drops extensively. The game becomes so laggy. Only the first use of Shadows will cause this. please look into it and fix it ASAP",negatif
the game is waste off time my net was in game but game is not opne and taking many times I opend the game 12 and 1 . 43 pm also but not open 👎,positif
honestly its a good game but keeps closing down on me glitches like crazy constantly telling me to change graphics setting there already as low as possible still lags can't open guild can't open shadows can't do missions or gates as everytime I try I get kicked from the app,negatif
I am sorry I deleted the game because of bug game say error file please fix it I give you one star,negatif
this game is very good. i see anime and i like your game very much. in future the top level game is this.🥹🥹👍👍👍👍well done.,positif
The game is good but in this era Single Player never excites me. Some Single player role play open world exploration games do but this is kinda boring.,netral
w game,positif
can't even play the game after newest update just crashes the app. just been 1 issue after another rwith this game. love the game but hate the app cus it never works correctly,negatif
garbage game. not worth it for mobile players. too much bans without any reason. deleted this long time ago even when I had almost everything maxed out.,negatif
I hate the new update arise only was amazing,negatif
the games was fire but when I Uninstalled it would not let me back into my account I was useing Google for the sign in so could yall fix this?,netral
good job,positif
This game is the best in the world,positif
pls loading is Soo long,positif
i hope you can also make a turn-base inspired solo leveling like honkai star rail it will be good especially the animation of solo leveling character skills are so good...,positif
meow on that thang,positif
"It's a good game! The story coverage is perfect, and the events are engaging enough to keep me coming back. However, I realized something: the developers created 7 or 8 biomes, but once you hit level 70 or 80, the maps and the fights start getting boring. You only battle about 5 or 6 enemy types each level. Still, the animations, characters, and modeling are absolutely perfect btw you guys didn't update Google play event. it's still on k-pop event",positif
a amazing game espically since its smooth on mobile I haven't played on another devices tho only my phone still 5/5 10/10 if I could,positif
THERE ARE MANY LOADINGS IN THE GAME PLEASE IMPROVE HIM,negatif
the game is overall good but hidden chapter 4 is too hard who gives 60 second,positif
best in solo leveling game,positif
"I need your help, since the last update I have noticed that the battery life of my cell phone is shorter, is there a possibility that you fix this?",netral
it's a great game but can u guys optimize the game to give some low end device users at least 60 fps.,positif
add manhwa content please I'm getting bored playing side missions,positif
perfectly fine now perfect love the graphics,positif
this game was an amazing game,positif
loading problem ho rha hai,negatif
yeah it is good but for who has bad luck I mean bad device it will lag so 😕😔 u must have a good device to have a good performance and overall I'll give 5 stars lol 😆,positif
my love this player 💨❤️,positif
this is like a PC game,positif
when you download there's additional download it take for ever it's super long I don't recommend this app,negatif
it is my most played game of all time,positif
if my account is gone! i remove it and uninstall it if may account is gone!,negatif
im truely not sure if it helps but this game drains your battery even before you get started playing. I haven't gotten super large games like this in years so j apologize if it is obvious,netral
Uninstalled brown dust 2 and soul strike and still only half of the storage space needed. make this game not require so much storage space that's ridiculous!,negatif
application will not allow you to play without allowing notifications. A unacceptable approach.,negatif
it's very good . please Collab with Naruto as soon as possible please netmarvel,positif
This is the badass game I've ever played in my phone.. it's way more defined stories....,positif
Intro Music is PATHETIC,positif
the experience is quite good ngl🔥,positif
এতা ভালো একটা গেম কিন্তু এতা আতকে যায় ডাউনলোদ করার সময়,positif
I hate this stupid game,positif
It's a really good game graphics are very good also if you have alot of games on your phone will have to delete basically all of them because this game needs like 23.45Gb to play,positif
the game is good,positif
the bugs are to bad,negatif
"10.35 GB to download, c'mon, try cloud base experience and let the user download less than 3.0 GB is reasonable not 10.3G. B4R",negatif
it Crashes as soon as I open the game,negatif
pls optimize for more devices to play thank you,negatif
vest of time don't install this game,negatif
solo leveling,positif
I love solo leveling and this is a good game for me,positif
this game is good but this game is thaking very time to load,negatif
"the game is amazing it's awesome I would have given it five star but there is a problem why downloading the game files,when download the game files and and you live the game for a minute and come back start downloading the game files again it will show on the screen saying that the storage is too small wish is not can you fix that please",positif
This game is Pay to win game. Not for Free to play players.,negatif
I like this game,positif
gal²,positif
"Great game, absolutely love it. I've been playing since launch and it was pretty buggy at first but it's pretty good now. 5*s would recommend.",positif
sabse bekar game English ki vajah se mere ID return ho gai main piche chala Gaya jabki main to karodon salon se game khelte karodon Mona score Raja is glaze ko theek karo abhi ke Abhi,negatif
Best game of netmarble (after marvel future fight).,positif
peak 🔥,positif
ever since the release in mobile I have been playing this game and a lot of improvements to,positif
best game for me,positif
"Literally Best game I had ever played ❤️.I am editing this review again after they fixed the problems. so now,overall game is best❤️🙏",positif
"i acually was enjoying the game but the gamr make me start from level 1 ,and i was level 79",negatif
تحديث اسطورري استمرو,positif
Finally a legendary game,positif
The game is build best the quality of graphics are better than most of the games here online. But we want story mode to be extended more chapters as we studies solo leveling Manga now I want to experience it before watching season 3 which I don't know when will be aired,positif
This game is awesome and when I started to play it because of Frieren anime colab I actually got Frieren so easily and free of gacha and that made me love this game even more plus Sung Jinwoo is really handsome and the overall game is very fun and nicelly voiced in main story and all the characters but I would like to see a Inuyasha colab in this game after Frieren colab end because I really love Inuyasha anime but its such an old anime that it's unusual for a colab in some other game,positif
"It was good untill tdays update, the jinwoo movement controller is not even working properly. please fix that",negatif
this game is very good 💯😊💯 😊 😊💯,positif
bums,negatif
"great job dev, you really hear our problem and fix it thanks",positif
well played game,positif
I love this game I love solo.leveling itself graphics are top notch and the game story is epic I.love the boss cutscenes my fav is beru overall good game respect the hard work,positif
It was good,positif
next season solo leveling:Arise X darling in the franxx please give,positif
not bad I like it just as I wanted It,positif
I'll give 3 stars I hope it's more friendly in mid range devices 🙂,netral
this is the best game i ever played,positif
DONT PLAY THIS GAME It isn't friendly gatcha game. Boosting power is next to impossible if you are not a millionaire...,negatif
lose interest really quickly,positif
best game but it lab the mobile a bit while playing,positif
Can't open the new update..,negatif
If you liked the Solo Leveling anime this is the game for you. Does a great job with telling the story without long cutscenes that you can't skip. Lots of ways to level up and get stronger. You can play as so many different characters including the featured ones they do. Haven't stopped playing this since I tried it. Highly recommend. Takes a decent phone to run on high but it's worth it.,positif
this game isvery op pls try this game thankyou,positif
"I had recently installed this game. Honestly, this game is so awesome. If you want to play this game, i would suggest you that make sure you are ready to having fun. 😁",positif
"Cool!! Frieren also appearing!! Solo leveling x I-dle collaboration! Action packed gameplay brings the top manga Solo leveling story to live. Love that our top kpop group is joining as hunters. Can get the full group Soyeon, Miyeon, Minnie, Yuqi & Shuhua! 🤩",positif
If you like Solo Leveling this Game is the right one for you,positif
"the game is really awesome 👍🏼 i love it 😍 the dragger,sward, shield everything is really good 😊",positif
"it will be better, do it",positif
"Lovely game the story is really identical to the webtoon and also to the anime, the actions, graphics, mechanics, controls are really awesome this is my first anime game that gives me really a awesome experience, thank-you developers. Waiting for the future seasons and episodes of the Solo Leveling Anime in Crunchyroll. Also please add the Unlimited Multiplayer Mode to play with and against the other players around the globe, please🙏...",positif
in phone there was nice graphics,positif
"Too many claimables. too much information. character moves by itself in the dungeon and clears is automatically. keep games simple. UI needs to be MUCH MUCH more simple. I understand this is how free to play games are made to grab money. But simplicity is way better. I installed all gigabytes of the game. updated freiren pack. walked around. claimed A LOT of things. went to a dungeon and uninstalled right after clearing the dungeon so unfortunate, so much promise",negatif
The best game based on anime I hope i can play this on my pc like a story mode game,positif
This is the best rpg game ever made but it will be more awesome if it was offline,positif
I want to give 5 star for the this best game ever but I could like to give 4 as many event is just like for f2p so please try to less the money price in items,positif
I'm loving it,positif
it's one of the very enjoyable game but the time limit of battle is kind of annoying,positif
the best game bro the graphic .. is amazing bro,positif
"Like i said earlier, having rank more then 110+ not amazing since im bored and i saw many have same thoughts. Make it like PUBG or GTA5 (open world, live contestant, infinite location to go anywhere, etc etc). Having such limitations with games, stuff, characters eventually makes it BORING. In todays date, gaming world is at advanced level, We player need something exciting not this boring with HIGH GB data",negatif
"Quis voltar a jogar o jogo depois de um tempo só que não consegui, quando tentava iniciar o jogo simplesmente aparecia uma tela de ""security alert code 5"" e logo depois saia instantaneamente, e quando não aparecia essa tela na hora de clicar para abaixar o jogo eu clicava em confirmar e ele simplesmente sai instantaneamente por isso, eu não sei como faz para tirar isso só que é impossível de eu conseguir jogar o jogo.",positif
best game 🎮,positif
great game,positif
Its really good,positif
Please tell me how to uninstall,negatif
can you guys please lower the difficulty of the game.its really hard.and give us more resources please.,positif
I love it very much very good been playing since the launch love the collab very f2p coded thank you for making this game peakest game ever,positif
it's very unique game,positif
umm ok now game is good and you Dev's solved my problem so I give you 5 star rating,positif
it's one of the best games so far and I only installed it 4 days ago and I already have so much good stuff there is only one problem: first of all the game is kinda money hungry but not that much when I thought I was going to get something very good it turned out that I need money to get the draw I wanted and it was very sad 😢 but I got better at the game and I finally got some good SSR like jin woo's dad and some other stuff. overall best games I have played in a long time.,positif
I liked it,positif
Jujutsu Kaisen collab 👀,positif
"just wow, game is incredibly good and smooth i love to see character and voice lines are like real anime and i hope this game will be same famous as today",positif
my 2nd best game in my life,positif
awsome game. best f2p friendly gatcha game. best game ever,positif
one of the most best game I ever played 10/10😁,positif
so good bro,positif
Review.,positif
I have play many gacha games and this game is one of my favourite.This game story based on anime and f2p friendly.I love it,positif
addicted,positif
8.5/10,positif
Amazing graphics and Ballanced gameplay.... overall it's a good game to enjoy .. keep it up..,positif
this game is so good I love it.,positif
good animation,positif
Everything works great.,positif
better quality gaming exp. keep up,positif
"Updates are no longer crashing.. and consistent.. Good job! finally no more stuck loadings, and update tables are done right..returning back to 4 ⭐ Finally some improvement.. was able to continue a days season without crashing.. but I'm upgrading this rating one star ⭐ at a time, hopefully you guys won't screw up the next update.",positif
Giving this rating cuz trust you have never seen a gacha action rpg game more f2ps friendly than this also every update this kepps me engaging if I ignore some of the bugs.,positif
Best ever anime RPG game but there is some problem about low end device I am a low end device player I set my settings in very low but still I see fps drop,positif
nice game overall.,positif
not bad game is cool ...,positif
This is a very good game so good graphics,positif
"love the game, if a multiplayer feature is added then it'll be more fun",positif
"Best game so far I played, the gameplay is immersive. But can be improved more for generous gift",positif
Outstanding game in every way! It should be a console game open world! On Xbox. I'll give it 5 stars when they add one Brown Male hunter and One brown Women. 10/10 Devlish mode no Auto or semi. Straight manual and Extrodindary difficulty That would make you cry lol. Good game fellas! Kudos! If you Beat that you unlock create your own Hunter from features to skills & Sword name. That character you can set a price for others to download etc etc. Like An Employee own business Eureka!,positif
"I really enjoy playing this game, but it is very heavy and drains the mobile battery very quickly.",positif
Best gaming,positif
❤️❤️,positif
